16,30,64,128,192,256,384,448,512
id,func_name,self_time1,self_time2,self_time3,self_time4,self_time5,self_time6,self_time7,self_time8,self_time9
0,m_mpif90_typedp__,39280,36560,36970,52540,37590,36760,39250,39010,52390
1,m_string_str2ch0__,995770,989400,1005820,1069510,1026250,1025500,1012880,982300,985890
2,m_string_ch12ch0__,898620,905460,888380,940210,914750,921600,919350,864760,883940
3,m_string_initc__,2629360,2722100,2673640,2734060,2701190,2681460,2792220,2531100,2838780
4,m_string_clean__,777040,744760,749030,766510,728420,751660,761760,710620,734490
5,m_list_init__,1541200,1509480,1610750,1566880,1523250,1521610,1612680,1498330,1581110
6,m_list_clean__,125180,83370,286940,257930,402730,331360,245240,175670,178830
7,m_list_nitem__,425870,361170,337860,353280,315650,323860,324030,318590,301240
8,m_list_index__,2596180,2477890,2558190,2625220,2634610,2626130,2546330,2583320,2625350
9,m_list_indexstr__,1670980,1639770,1724120,1750440,1660190,1688490,1687000,1645290,1671260
10,m_list_get__,1920040,1923000,1966490,2110280,1976410,2001200,2015410,1927360,1976700
11,m_list_getall__,220340,147110,223750,212910,214360,217860,196230,179180,243790
12,m_list_getsharedlistindices__,1473960,1460060,1473960,1486130,1514860,1639540,1501620,1463670,1478470
13,m_permuter_permuted__,109581790,70088550,31481100,18503820,13623230,11308920,9350150,8186240,8051440
14,m_permuter_permutedo__,109926450,68104690,27987180,14466900,9669970,7471690,5254480,4542240,4110540
15,m_permuter_unpermuted__,49493370,32089280,14377520,8574540,6237830,5176150,4119170,3633430,3435860
16,m_permuter_unpermutedo__,103183380,63755690,25596300,12624080,8017750,5825680,3855610,3164710,2596450
17,m_attrvect_init__,983410,530750,403320,374070,435450,388940,402290,367840,402470
18,m_attrvect_initv__,307380,273910,272230,255580,268290,299560,304800,291710,281820
19,m_attrvect_clean__,333530,353020,587160,539690,394930,404830,347840,342570,311400
20,m_attrvect_lsize__,2942890,2859790,2827720,2460680,2256320,2160540,2177520,1996360,2015520
21,m_attrvect_rcopy__,116460090,70289980,28858750,14426240,9456250,7228090,4871320,4106850,3671380
22,m_attrvect_icopy__,118760,104820,98590,91500,95160,86310,87320,84940,89790
23,m_attrvect_copy__,104970,107200,107000,102660,106820,93270,99460,84530,94290
24,m_attrvect_permute__,89969180,57549220,24367200,14354950,12006770,10553180,9414300,8767360,9119530
25,m_attrvect_unpermute__,32725360,20483320,8276630,5528660,4604610,4102510,3490860,3235520,3387990
26,m_attrvect_avavsharedattrindexlist__,288490,274830,243650,268690,261110,243130,230530,233600,245860
27,m_attrvect_sharedindicesonetype__,175370,161350,156820,167720,145220,171700,166890,160470,161600
28,m_attrvect_cleansharedindicesonetype__,110570,108080,89620,109320,92890,95770,98400,100820,81090
29,m_rearranger_rearrange__,242859650,129351440,56329020,13266460,10940310,11128020,11027610,11103600,11795400
30,gptlstart_,332920,311980,351880,333770,366810,355760,337610,288460,350370
31,gptlstop_,294830,300880,442900,371330,385000,395880,414450,328930,352100
32,update_ll_hash,3140,1990,3140,3800,2210,2490,2150,2950,3060
33,update_parent_info,138120,124550,180250,154180,140120,148340,130600,143280,150520
34,update_ptr,129760,116990,122650,119770,135240,153030,124150,123890,145530
35,GPTLstart,508250,578090,518470,557170,562430,563920,598630,510830,620640
36,getentry,864700,760280,972520,816860,923390,878340,808980,775780,811540
37,update_stats,86700,80330,130920,93700,107200,86620,126600,84040,119790
38,GPTLstop,426580,428180,579330,495440,577640,510140,499240,450920,431570
39,utr_mpiwtime,307820,294230,362820,304410,345330,361450,331540,304480,308560
40,shr_mpi_mod_shr_mpi_chkerr_,365680,411240,438570,368240,414780,340500,463690,399440,416330
41,shr_mpi_mod_shr_mpi_bcastl0_,247910,220750,267330,217600,248860,285990,238570,220300,255900
42,shr_mpi_mod_shr_mpi_bcastr0_,568710,403000,510350,510160,461910,643620,565170,684320,652290
43,perf_mod_t_barrierf_,124330,124360,146190,146450,177600,175450,162110,130970,168570
44,seq_comm_mct_seq_comm_setptrs_,475580,408910,321520,321880,373060,314230,351060,368770,376680
45,seq_infodata_mod_seq_infodata_exchange_,2948830,3027520,2440880,2267150,2539720,2508760,2362690,2372190,2617180
46,map_atmatm_mct_map_ccc2xxx_mct_,234240,225310,207370,203200,196950,212100,227700,207140,274290
47,map_atmatm_mct_map_xxx2ccc_mct_,114510,107930,89400,81630,91350,88560,74650,80230,60010
48,ccsm_comp_mod_t_drvstartf_,1319210,1193620,1371250,1265110,1271720,1270610,1218260,1214370,1350860
49,ccsm_comp_mod_t_drvstopf_,584240,533720,818920,682260,788570,794900,721760,578400,636120
50,MPI_Bcast,71121581940,54627616880,45429772570,15132412930,13446134550,19536804660,22112403190,20005540710,15564194390
51,MPI_Comm_rank,730890,577210,622870,420210,439620,484690,473200,432480,594540
52,MPI_Comm_size,328060,191450,270260,289510,175140,211230,209060,173810,174810
53,MPI_Wtime,571670,445760,465590,407410,477200,489590,519700,488080,528490
54,mpi_bcast_,679070,589170,454800,406510,383240,419120,488990,532670,513000
55,mpi_comm_rank_,535900,520960,539900,458980,414460,416340,457500,442750,491040
56,mpi_comm_size_,322620,331430,276100,265610,237330,250780,302470,282510,354040
57,MPI_Irecv,0,122890,1400080,1351250,1315110,1533850,1439510,1253560,1200800
58,MPI_Isend,0,3401110,3538210,4590650,4036230,4018510,3236690,3005320,3784560
59,MPI_Waitall,0,804270,50744160140,562700,760300,547660,667360,590680,657680
60,MPI_Waitany,0,1365820,1137920,35203214320,41146138660,24308011690,17556140160,15211614420,12290720200
61,mpi_irecv_,0,67800,223210,349400,306980,275780,390430,295270,340120
62,mpi_isend_,0,190560,209190,324540,322310,306490,465030,307550,425330
63,mpi_waitall_,0,451710,624280,503030,470730,529120,566060,482550,546360
64,mpi_waitany_,0,60100,173160,687030,806620,718860,724220,624130,573710
